,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SPHK1,1744.147115,2.127868539,0.140160718,8.046966053,8.49E-16,1.13E-13
PGLYRP4,214.4448593,2.125510041,0.266411135,4.224710958,2.39E-05,0.000720488
LINC00656,3.054804648,2.110128693,0.236944308,4.685188267,2.80E-06,0.000102291
MMP9,2437.627422,2.104061177,0.196158368,5.628417424,1.82E-08,9.28E-07
CXCL10,2934.549099,2.101431616,0.216913848,5.077737667,3.82E-07,1.61E-05
CALML5,2311.618439,2.101153087,0.340275557,3.236062847,0.001211907,0.026503252
NT5E,1741.560664,2.095180615,0.157757312,6.942186059,3.86E-12,3.26E-10
SLC35F3,38.27377449,2.092989876,0.255790846,4.272982756,1.93E-05,0.000593564
SULF2,5689.546733,2.091054965,0.155492459,7.01677091,2.27E-12,1.97E-10
LURAP1L-AS1,2.46803406,2.090957259,0.277572829,3.930346007,8.48E-05,0.002328362
PPIAP26,2.047047628,2.08466932,0.245326387,4.421331649,9.81E-06,0.000319155
TLL1,164.6464339,2.07410219,0.195798531,5.485752024,4.12E-08,1.98E-06
SPTLC1P4,1.431845904,2.070149685,0.276814572,3.865944184,0.00011066,0.002952712
CCL7,23.6360651,2.065226857,0.232598554,4.57967961,4.66E-06,0.000163177
MYBPH,4.672839514,2.053543587,0.237445678,4.436987837,9.12E-06,0.000300443
TMEM239,0.816327136,2.053490079,0.313072983,3.364998378,0.000765441,0.017359448
SOSTDC1,58.20012683,2.048692129,0.279066547,3.757856826,0.000171375,0.004410133
IL11,334.0430141,2.046698233,0.178875288,5.851553029,4.87E-09,2.66E-07
CALB2,248.9934015,2.046612266,0.229948386,4.551509514,5.33E-06,0.000184342
IGF2BP2-AS1,3.230315616,2.046526621,0.217258663,4.816961536,1.46E-06,5.55E-05
CDH3,8919.312287,2.044591143,0.16603884,6.291245712,3.15E-10,2.05E-08
CYP26B1,357.7122235,2.043125575,0.177888721,5.86392196,4.52E-09,2.50E-07
LINC00626,3.38004907,2.04310781,0.335070785,3.113096862,0.001851352,0.03861323
CDHR1,102.762241,2.043038943,0.203099622,5.135602575,2.81E-07,1.20E-05
SLC19A3,80.61932508,2.042540272,0.193812806,5.379109323,7.49E-08,3.48E-06
TREML4,3.317304999,2.038498408,0.255098945,4.07096317,4.68E-05,0.001347094
DSP,28513.29195,2.033982461,0.15030118,6.879403497,6.01E-12,4.95E-10
LINC02323,36.46284288,2.030502311,0.172927439,5.95916019,2.54E-09,1.47E-07
SH3RF2,558.1154855,2.027975968,0.152725907,6.730855208,1.69E-11,1.29E-09
CCL8,187.2368642,2.026749215,0.190943216,5.377248986,7.56E-08,3.51E-06
TLR8-AS1,1.641941395,2.025780085,0.287901198,3.562958721,0.000366698,0.008972463
RLBP1,7.457402955,2.025441288,0.278110151,3.687176762,0.000226756,0.005736395
RBP1,1621.611164,2.02463018,0.168331106,6.086992501,1.15E-09,6.99E-08
SYT12,460.4807814,2.02243781,0.192779983,5.303651309,1.14E-07,5.16E-06
CASP5,17.13243793,2.019371621,0.197728096,5.155421219,2.53E-07,1.10E-05
GJB2,13422.24116,2.01842018,0.191148231,5.327907941,9.94E-08,4.56E-06
NTSR1,12.60594048,2.013362089,0.233178872,4.345857235,1.39E-05,0.000437659
LHX1,63.86073505,2.010651233,0.324028086,3.119023552,0.001814515,0.037977583
LAMA1,402.0428945,2.006795649,0.203232971,4.953899191,7.27E-07,2.91E-05
NOD2,291.9903072,1.999146077,0.141553029,7.058457756,1.68E-12,1.48E-10
LINC01204,3.198658495,1.999109883,0.292311754,3.417960005,0.000630924,0.014699601
MMP8,5.953190077,1.996968215,0.23610926,4.222486714,2.42E-05,0.000726721
NPSR1,5.926140584,1.996563698,0.274224297,3.634118889,0.000278932,0.006953216
KRT17P3,61.10707329,1.989489619,0.240314939,4.117470274,3.83E-05,0.001115574
MAP2,428.3470119,1.988005269,0.185918382,5.314188181,1.07E-07,4.90E-06
ANXA3,1492.514024,1.984516656,0.155411066,6.334919926,2.37E-10,1.58E-08
LINC01356,19.59128961,1.977833659,0.207510458,4.712213871,2.45E-06,9.02E-05
S100A9,63337.25859,1.972995389,0.228347989,4.261020185,2.03E-05,0.000623836
CSF3,417.7971157,1.972570624,0.287223595,3.386109775,0.00070891,0.016247106
GPR68,732.8353294,1.971166783,0.134769018,7.206157602,5.76E-13,5.45E-11
NECAB2,21.59310797,1.970612932,0.204346161,4.749846667,2.04E-06,7.58E-05
CACNG8,21.40624641,1.967227938,0.194136549,4.982204247,6.29E-07,2.54E-05
MT1A,65.34264896,1.965208013,0.236440939,4.08223727,4.46E-05,0.001286466
SERPINB1,6281.600494,1.958837647,0.112952377,8.488866474,2.09E-17,3.24E-15
MUC13,46.89941764,1.953425785,0.273720113,3.483214202,0.000495432,0.011855117
CCL20,569.9376692,1.949308085,0.233859579,4.059308104,4.92E-05,0.001411024
ANXA1,22115.72696,1.944784527,0.135759894,6.959231454,3.42E-12,2.90E-10
DPP4,475.7594803,1.940964713,0.185323736,5.077410666,3.83E-07,1.61E-05
ARSI,409.0078533,1.936333914,0.180536697,5.186391061,2.14E-07,9.40E-06
CA2,1506.26114,1.934950005,0.186219066,5.020699678,5.15E-07,2.12E-05
PDCD1LG2,207.7120586,1.934492506,0.17194572,5.434811082,5.49E-08,2.58E-06
CD274,560.4461662,1.933888942,0.16016999,5.830611231,5.52E-09,2.98E-07
RHOD,2143.522884,1.927880146,0.123835947,7.492817463,6.74E-14,7.21E-12
RRAD,1123.842059,1.927518456,0.206676658,4.487775574,7.20E-06,0.000242416
C20orf197,47.88866936,1.927037867,0.211713831,4.378730776,1.19E-05,0.000382649
WNT3A,36.01339108,1.925497487,0.232618613,3.978604622,6.93E-05,0.001943019
ARSJ,248.6235739,1.919360874,0.156649496,5.868904112,4.39E-09,2.43E-07
ZNF385B,50.04736649,1.918052756,0.242060893,3.792652108,0.000149047,0.003873111
WNT11,267.7093673,1.91493325,0.208466906,4.388865688,1.14E-05,0.000365737
AADACP1,58.41186879,1.914531093,0.273702347,3.341334499,0.000833767,0.018784143
STAC2,19.92140312,1.912291282,0.209968296,4.344900162,1.39E-05,0.000438732
TM4SF19-AS1,36.3517032,1.905207643,0.133967611,6.756914129,1.41E-11,1.10E-09
ABCA12,473.0850408,1.905188037,0.197209617,4.589979193,4.43E-06,0.000156139
SLC47A1,104.2964693,1.900561437,0.179474288,5.017774118,5.23E-07,2.14E-05
OSBPL6,131.4477044,1.898441223,0.174653974,5.144121261,2.69E-07,1.15E-05
HRK,36.57143162,1.895162956,0.251479202,3.559590415,0.000371434,0.009079024
TMEM45A,3308.046016,1.894273115,0.187370565,4.772751327,1.82E-06,6.81E-05
TPRG1-AS1,7.323637529,1.893383739,0.177298186,5.038876936,4.68E-07,1.94E-05
GNLY,622.8282639,1.890841506,0.19661744,4.530836667,5.88E-06,0.000201584
PDZK1IP1,1866.426786,1.885714079,0.231947064,3.818604406,0.000134209,0.00352978
B4GALNT1,293.8689619,1.884613315,0.175142464,5.050821456,4.40E-07,1.83E-05
GCNT3,252.3576632,1.880496507,0.234521516,3.754438057,0.000173731,0.004462411
TMEM63C,76.50000507,1.877271663,0.211730418,4.143342618,3.42E-05,0.001004175
KRT71,2.905325383,1.869737798,0.247071204,3.520190873,0.000431236,0.010417516
APOBEC3A,384.7548298,1.865420397,0.21285884,4.065700986,4.79E-05,0.001374544
UCHL1,1633.41059,1.86195844,0.218393526,3.946813144,7.92E-05,0.002194124
G0S2,1045.79784,1.861238834,0.168057258,5.124675029,2.98E-07,1.27E-05
RASSF9,119.1602355,1.860584262,0.192193033,4.477707897,7.54E-06,0.000253061
KRT9,61.74425402,1.85975079,0.217829874,3.946891096,7.92E-05,0.002194124
CYTOR,780.9138525,1.849316647,0.121820631,6.971862142,3.13E-12,2.67E-10
MYH15,33.4670576,1.84702192,0.188269533,4.498985604,6.83E-06,0.000231613
NPW,25.93903633,1.841449315,0.188321949,4.468142554,7.89E-06,0.000263164
IGFL2,187.2064952,1.840806088,0.273029107,3.079547445,0.002073153,0.042606694
HTR1D,97.11073221,1.835752518,0.1973701,4.234443406,2.29E-05,0.000693483
C12orf54,59.26847655,1.833399308,0.208063362,4.005507257,6.19E-05,0.001740712
AKR1C1,5121.888776,1.829115859,0.214358465,3.867894179,0.000109779,0.002942356
SIGLEC12,68.505101,1.829012636,0.200361913,4.137575977,3.51E-05,0.00102596
PCDHGC5,19.17279399,1.828356881,0.188591523,4.39233359,1.12E-05,0.000360434
S100A10,17711.57372,1.817348124,0.11544467,7.07999881,1.44E-12,1.30E-10
IDO1,2201.819854,1.81645655,0.241464444,3.381270293,0.000721515,0.016490187
KRT72,5.403881851,1.814645666,0.257998486,3.157559874,0.001590956,0.033622665
FCAR,14.10651578,1.814384738,0.186290737,4.371579349,1.23E-05,0.000394343
BTG4,1.514247507,1.813362626,0.267194745,3.044081669,0.002333918,0.046881309
VSIG8,24.3836834,1.806086671,0.174429155,4.621284048,3.81E-06,0.000136341
TUBB6,4972.163934,1.803645266,0.140955331,5.701418019,1.19E-08,6.18E-07
SLC2A14,15.12982979,1.799580301,0.238707789,3.349619652,0.000809226,0.018265714
SOX7,512.3459741,1.798854062,0.150333664,5.313873428,1.07E-07,4.90E-06
MT1X,2741.227845,1.794951677,0.158735554,5.008025351,5.50E-07,2.24E-05
TGFB2,298.4563369,1.792453192,0.16255804,4.874893858,1.09E-06,4.23E-05
TGFB2-AS1,10.98147513,1.791114196,0.212482221,3.723201837,0.000196712,0.0049978
ADGRF2,16.55017321,1.790493769,0.222748882,3.548811396,0.000386974,0.009410723
SLC16A1-AS1,116.1617198,1.789357796,0.135607774,5.820888948,5.85E-09,3.16E-07
FGFBP2,15.45967632,1.783925276,0.20128975,3.894511648,9.84E-05,0.002664187
GBP5,1952.963934,1.78276679,0.219112583,3.572441076,0.000353669,0.00868034
NUAK2,559.1174344,1.782528718,0.123809352,6.320433007,2.61E-10,1.72E-08
VSTM2L,313.3490703,1.777328761,0.228004593,3.409267987,0.000651375,0.01514652
DHRS9,547.4102012,1.772578335,0.234910679,3.288817425,0.001006093,0.022366632
GPAT3,198.0284334,1.770273719,0.149643238,5.14740077,2.64E-07,1.13E-05
CXCL1,1600.001069,1.766320684,0.208923301,3.667952213,0.000244501,0.006152714
ECM1,2303.147348,1.765046366,0.138271167,5.532942122,3.15E-08,1.54E-06
KRT17P6,10.91874565,1.763401948,0.197449021,3.866324299,0.000110488,0.002952712
IL1RAP,1198.198941,1.759750683,0.114845121,6.615437157,3.70E-11,2.70E-09
LAIR2,22.50807662,1.757029918,0.191909931,3.944714652,7.99E-05,0.00220575
SPTA1,10.3637675,1.75480291,0.22940962,3.290197283,0.001001172,0.022282367
GRAMD1B,193.716999,1.752739491,0.147610521,5.099497552,3.41E-07,1.44E-05
IL13RA2,198.934863,1.750472913,0.225170856,3.332904297,0.000859445,0.019289855
RFX8,32.16392723,1.747278743,0.157622001,4.740954555,2.13E-06,7.88E-05
IGFBP6,2056.568172,1.747003427,0.172338011,4.334525065,1.46E-05,0.000457198
S100A2,40023.82406,1.746421426,0.220885257,3.379227003,0.0007269,0.016595688
PDZK1,60.03166897,1.743557096,0.194324859,3.826361172,0.000130051,0.00342421
ALOX12B,54.13419032,1.743332503,0.227336574,3.269744458,0.001076447,0.023795288
CD44,20064.48659,1.742655296,0.123259637,6.025129684,1.69E-09,1.01E-07
LINC01932,2.688049974,1.742201856,0.243166575,3.052236343,0.002271432,0.046125904
FST,1712.433452,1.740315038,0.172288086,4.296960145,1.73E-05,0.00053773
ANKUB1,7.557282891,1.739824982,0.225225286,3.284822039,0.001020468,0.022648511
SLC38A5,1466.38035,1.738791483,0.177884244,4.153214859,3.28E-05,0.000966551
S100A3,290.4085147,1.734270237,0.162962488,4.505762322,6.61E-06,0.000224662
STX19,41.3213851,1.734030097,0.18257615,4.020405177,5.81E-05,0.001647793
TM4SF1,9217.380474,1.733194888,0.140844369,5.205709612,1.93E-07,8.50E-06
INHBA,1924.783498,1.732751057,0.165883639,4.417259362,1.00E-05,0.000324341
FAM225A,34.82664134,1.728970502,0.152748871,4.772346249,1.82E-06,6.82E-05
DDN,41.73923504,1.728828681,0.163505882,4.457507425,8.29E-06,0.000274642
CAV1,8979.724046,1.72867623,0.151885643,4.797531995,1.61E-06,6.05E-05
TSPAN7,801.4001566,1.728411312,0.191807806,3.797610359,0.000146098,0.003804755
ADGRE1,121.0072826,1.722471775,0.213170987,3.389165601,0.000701057,0.016098012
TRIM16L,698.6750934,1.722249171,0.125111218,5.772857001,7.79E-09,4.15E-07
HES2,1616.292539,1.720578182,0.213753926,3.371064081,0.000748784,0.017030209
VEGFC,792.1020648,1.716961418,0.119520848,5.998630607,1.99E-09,1.18E-07
GFPT2,781.2330813,1.716510473,0.194600125,3.681963064,0.000231445,0.005848822
LRRC4,122.4745585,1.713180518,0.161113665,4.426567536,9.57E-06,0.00031236
CD209,507.8178677,1.711888021,0.19082812,3.730519487,0.000191085,0.004864936
MALL,367.7209133,1.706714554,0.173553614,4.072024411,4.66E-05,0.001342587
VSTM1,5.442606786,1.706457181,0.231916903,3.046165117,0.002317805,0.046690943
TEAD4,813.4891818,1.703202549,0.102507333,6.860021891,6.88E-12,5.59E-10
TENM3,394.6748296,1.698556303,0.216920858,3.220327949,0.00128044,0.027848993
PDPN,2292.233255,1.695689666,0.151884441,4.580387971,4.64E-06,0.000162993
CHST15,1171.351436,1.695487661,0.134441919,5.173145878,2.30E-07,1.01E-05
RNF222,28.81104153,1.692149365,0.195157917,3.546611769,0.000390219,0.009479984
MYO7B,101.6961964,1.690009995,0.181103981,3.810021142,0.000138955,0.003642571
DCBLD2,2757.99144,1.688947498,0.130475764,5.280271813,1.29E-07,5.82E-06
NKILA,144.6793767,1.688547642,0.157918397,4.360148371,1.30E-05,0.000413855
CEACAM19,290.8719788,1.686691267,0.128520866,5.34303329,9.14E-08,4.22E-06
CCL24,32.80620175,1.684490625,0.214039219,3.197968239,0.001383995,0.029829594
C5AR2,105.892059,1.6816403,0.156888609,4.344740544,1.39E-05,0.000438732
FAT2,3721.510952,1.678034785,0.206748054,3.279521974,0.001039831,0.023035442
LINC00862,6.297252124,1.677961337,0.186985592,3.62574105,0.000288134,0.007152731
FN1,107950.1203,1.676806485,0.17561656,3.85388761,0.000116257,0.003088246
ACE2,221.5380766,1.672861692,0.200094825,3.36271411,0.000771802,0.017487111
KHSRPP1,5.966178969,1.669489969,0.209957771,3.188688684,0.001429197,0.030583024
ENKUR,25.12584753,1.667104734,0.149396456,4.465331736,7.99E-06,0.000266271
GPR176,573.6434887,1.661162623,0.125559711,5.265722697,1.40E-07,6.24E-06
OSGIN1,627.3533939,1.660921417,0.147613604,4.477374713,7.56E-06,0.0002531
ADCY7,414.3951527,1.657817323,0.130921677,5.024510364,5.05E-07,2.08E-05
IBSP,47.8546088,1.650712455,0.187342482,3.473384397,0.000513939,0.012248873
MGAM,79.1352616,1.640892811,0.205477336,3.119043801,0.00181439,0.037977583
GPR37,124.3211021,1.640261277,0.197222266,3.246394492,0.001168768,0.025724737
TOX2,365.739932,1.637792086,0.147175812,4.333538764,1.47E-05,0.000458651
CORO6,287.8554289,1.636277961,0.165915253,3.834957593,0.000125586,0.003313943
AMZ1,60.33167087,1.635557192,0.183921715,3.455585386,0.000549099,0.012970365
NCF2,678.3448625,1.635392809,0.132438778,4.797634179,1.61E-06,6.05E-05
TLL2,104.0931875,1.632907563,0.177536968,3.564933931,0.000363948,0.008914296
CXCL8,2434.36813,1.6304341,0.190319113,3.312510708,0.000924626,0.020675085
TLR6,151.9896164,1.626308577,0.134149098,4.668749813,3.03E-06,0.000109983
KYNU,1815.081588,1.619982278,0.153220563,4.0463386,5.20E-05,0.00148082
EMP1,9028.518758,1.618513853,0.139563349,4.431778524,9.35E-06,0.000306158
TMEM150B,71.90399028,1.617798902,0.178018506,3.470419544,0.000519646,0.012360225
PAPPA,232.25839,1.616626438,0.165617843,3.723188441,0.000196723,0.0049978
INHBA-AS1,7.148134674,1.612960722,0.172353483,3.55641622,0.000375948,0.009170604
KLC3,505.6724347,1.612815982,0.15702279,3.90272,9.51E-05,0.002587137
HAL,72.8563388,1.610442335,0.169588545,3.599549331,0.000318769,0.007856064
LYNX1,1246.66114,1.60810009,0.179845154,3.381242569,0.000721588,0.016490187
POLR3G,192.6577533,1.60552235,0.102733472,5.894109646,3.77E-09,2.13E-07
FAM167A,75.57419517,1.604145284,0.152823998,3.953209528,7.71E-05,0.002146224
ADGRG3,71.74469329,1.60347101,0.16135184,3.740093748,0.000183952,0.004693322
FAM225B,16.8357341,1.603091231,0.159981601,3.769753681,0.000163409,0.004214216
SFN,39134.82482,1.60268626,0.140179106,4.299401514,1.71E-05,0.000532534
LILRA5,134.4463067,1.594327158,0.175561585,3.385291595,0.000711027,0.016279991
CCL3,266.1098186,1.592645228,0.165767272,3.575164265,0.000350008,0.00860818
ARHGEF4,964.6562107,1.582316673,0.181173036,3.214146466,0.001308329,0.028429672
SOX9,2031.886358,1.580204085,0.160310156,3.61925969,0.000295447,0.007326657
MSN,13480.52442,1.577866698,0.115037565,5.023286924,5.08E-07,2.09E-05
APLN,432.2181824,1.577232334,0.14931038,3.865989307,0.00011064,0.002952712
PRF1,589.4514133,1.575255701,0.174923611,3.288610942,0.001006831,0.022366632
CD14,3578.841657,1.575046134,0.157830027,3.643452038,0.000269006,0.006719799
OSMR,2911.953282,1.571310766,0.134726129,4.240534269,2.23E-05,0.000675785
RAB38,1066.807103,1.561205613,0.151998373,3.692181713,0.000222339,0.005630611
HPSE,336.335136,1.560032549,0.13410663,4.176024327,2.97E-05,0.000882223
PLAUR,2736.210994,1.557412929,0.114502876,4.868112918,1.13E-06,4.37E-05
TNFSF9,164.0317363,1.5561173,0.171389975,3.244748129,0.001175546,0.025850094
CLCF1,601.4317549,1.555745073,0.121975906,4.556187292,5.21E-06,0.000181073
SRXN1,124.9440083,1.55039855,0.109900457,5.008155227,5.50E-07,2.24E-05
CDK6,1679.357727,1.547500507,0.135547305,4.039184028,5.36E-05,0.001524901
LILRA6,81.57714846,1.547205027,0.155027916,3.529719308,0.000416001,0.010065364
TYMP,8013.790727,1.546837346,0.145672499,3.753881838,0.000174117,0.004466259
MYO1B,4136.363699,1.54599589,0.099517675,5.486421295,4.10E-08,1.98E-06
ADAMTS14,493.3387822,1.539479232,0.153751183,3.508781019,0.000450165,0.010837096
ELOVL4,199.7683478,1.536067419,0.164310724,3.262522411,0.001104254,0.024372181
FCGR3A,2486.770098,1.532466563,0.174783127,3.046441453,0.002315676,0.046690943
C1QC,5761.281769,1.528297174,0.164510902,3.211320157,0.001321266,0.028606676
MIR4435-2HG,1119.383109,1.524706677,0.101849102,5.151804641,2.58E-07,1.11E-05
SIGLEC1,794.2580413,1.524701664,0.168888188,3.106799069,0.001891249,0.039273841
DSE,1700.475399,1.524174764,0.113203644,4.630370058,3.65E-06,0.000130884
EMP3,1640.813113,1.520906123,0.140908816,3.696760338,0.000218368,0.005535938
CTSC,12138.76546,1.517678406,0.107066333,4.835118468,1.33E-06,5.11E-05
DUSP7,3233.614144,1.516195612,0.106164237,4.862236334,1.16E-06,4.49E-05
SHC4,49.63556302,1.512416246,0.148297956,3.45531564,0.000549649,0.01297052
CD300C,70.05734918,1.511415225,0.156416779,3.269567554,0.00107712,0.023795288
PLK2,3151.395204,1.50851409,0.10661052,4.769830293,1.84E-06,6.89E-05
PAQR5,403.106388,1.507288866,0.158086568,3.208930854,0.001332295,0.028819333
PRR16,132.7340097,1.506385198,0.132062075,3.834448299,0.000125846,0.003317151
XDH,739.3145464,1.505364988,0.157662223,3.205365105,0.001348913,0.029099712
GPR84,85.74884213,1.501686347,0.151205038,3.317920832,0.000906902,0.020316813
SAMD9,2364.630516,1.501607407,0.14581728,3.439972327,0.000581774,0.013634286
CMKLR1,540.6010148,1.501286692,0.164374256,3.049666691,0.002290955,0.046325391
FAM20A,573.1621835,1.491293791,0.157997715,3.109499353,0.001874047,0.038984421
GNB4,1067.922519,1.491062273,0.110890711,4.428344524,9.50E-06,0.000310221
CD163L1,315.4578839,1.48924193,0.157293509,3.110375832,0.001868494,0.038936748
EGFR,10092.57914,1.484447881,0.148801787,3.25565902,0.001131295,0.024922935
CDC25B,4466.475329,1.483354669,0.099994858,4.833795248,1.34E-06,5.13E-05
CSF1R,2075.735394,1.475192253,0.153921862,3.087230406,0.002020309,0.041664083
ADAM19,1988.410986,1.471269053,0.154904362,3.042322679,0.002347601,0.047032766
SIRPA,2051.163426,1.463333393,0.118602526,3.906606456,9.36E-05,0.002551707
FCGR2A,1542.988337,1.461306743,0.145301346,3.17482773,0.001499255,0.031939076
STRIP2,294.4776812,1.455063364,0.119321571,3.813756057,0.000136871,0.003595826
FSTL3,2522.836646,1.453768357,0.148315488,3.059480604,0.002217211,0.045178521
SLC39A8,1134.926253,1.447719537,0.103288741,4.334640261,1.46E-05,0.000457198
AXL,2518.247796,1.447044569,0.141605078,3.156981189,0.001594116,0.033659674
PMEPA1,4932.07828,1.446771196,0.138543994,3.22476049,0.001260781,0.02749654
CHST11,1772.209004,1.436983303,0.131734205,3.31715899,0.000909379,0.020353204
ME1,1076.244315,1.427201945,0.133159154,3.208205616,0.00133566,0.028865963
COL5A3,1622.828643,1.411943113,0.133153044,3.09375664,0.001976395,0.040864326
ANXA2,48870.4128,1.405671961,0.080112927,5.063751577,4.11E-07,1.72E-05
IPPK,275.8924002,1.400013318,0.091655537,4.364311562,1.28E-05,0.000406911
IFITM3,19897.42264,1.391345184,0.123074642,3.179738559,0.00147408,0.031458892
MAMLD1,147.0198215,1.380481974,0.117465788,3.239087571,0.001199128,0.026318941
CAV2,3518.386884,1.375006397,0.113843186,3.294060986,0.000987511,0.021998828
FJX1,649.0728469,1.368511771,0.11379736,3.238315656,0.001202377,0.026318941
ARNTL2,2267.411379,1.358926539,0.109746951,3.270492128,0.001073605,0.023761602
GLIPR1,935.0071717,1.351631132,0.114709843,3.065396321,0.002173817,0.044332136
DEGS1,2727.841094,1.326574228,0.100842502,3.238458202,0.001201776,0.026318941
FAM126A,1001.808111,1.319395345,0.103949653,3.072596534,0.002122052,0.043462024
ZNF443,257.0488761,-1.264831611,0.081282136,-3.258177312,0.001121303,0.024725616
ZNF253,441.90259,-1.279838692,0.082143795,-3.406693005,0.00065755,0.01526041
GTF2IRD2,133.9189624,-1.291524534,0.083044517,-3.510460962,0.00044733,0.010779717
SARM1,325.1208505,-1.30821684,0.090584573,-3.402531225,0.000667647,0.015419811
FAM221A,447.4275817,-1.308446302,0.100511953,-3.068752454,0.002149546,0.043949755
PIK3C2B,3467.185982,-1.315948886,0.086421812,-3.655892873,0.000256288,0.006435776
SCOC-AS1,60.99973063,-1.317136112,0.101715041,-3.117888067,0.00182152,0.038090816
ACP6,1932.436933,-1.318742988,0.096603396,-3.299500845,0.000968569,0.021617201
TTLL3,1192.975704,-1.325906669,0.103391317,-3.152166718,0.001620637,0.034159254
IFT140,1731.902554,-1.326857797,0.084629018,-3.862242597,0.000112351,0.002994478
C2orf15,194.0770065,-1.331533601,0.105555883,-3.140834894,0.00168467,0.035446342
NEIL1,929.8201516,-1.333096177,0.101036095,-3.296803739,0.000977918,0.021805474
ICA1,2002.73669,-1.335934405,0.108616879,-3.092837955,0.001982524,0.040955576
ZNF43,989.5106162,-1.338646592,0.104573025,-3.238374247,0.00120213,0.026318941
SSH3,8595.734744,-1.340020835,0.101301564,-3.356521062,0.000789297,0.017849625
NBPF11,388.5409052,-1.351759326,0.084757169,-4.150201466,3.32E-05,0.000978157
LARGE1,1180.507995,-1.356262168,0.104120966,-3.421617976,0.000622497,0.014531626
CTSH,20129.41848,-1.357197304,0.111206579,-3.212015937,0.001318071,0.02856338
ZNF681,422.3505343,-1.363101642,0.114331602,-3.175864205,0.001493909,0.0318536
CROT,3158.684015,-1.365805682,0.106429295,-3.437077001,0.000588028,0.013767359
MCF2L,1740.630562,-1.368189428,0.115257258,-3.194501021,0.001400728,0.030163014
RALGPS1,693.6135587,-1.374834496,0.096867881,-3.869543661,0.000109039,0.002929096
BCAT2,6377.02953,-1.375875761,0.102311802,-3.673826044,0.000238945,0.006025614
PLCD1,2770.480295,-1.377019922,0.116955019,-3.22363183,0.00126576,0.027579888
COLQ,118.1281639,-1.377775994,0.110098474,-3.431255497,0.000600794,0.01405247
ZNF440,1910.844577,-1.378295544,0.098157733,-3.853955601,0.000116225,0.003088246
CFAP44,694.237677,-1.379654251,0.096728604,-3.924942952,8.68E-05,0.002378512
ZNF32-AS1,12.58664627,-1.396398903,0.110122811,-3.599607548,0.000318698,0.007856064
PI4KAP2,518.1754869,-1.402294655,0.129544566,-3.105453732,0.001899873,0.039384442
SEMA6A-AS1,32.11636184,-1.406522554,0.117892485,-3.448248236,0.000564235,0.013288463
ZNF493,440.0924404,-1.408334187,0.097144633,-4.203363321,2.63E-05,0.00078699
TRAK1,8356.910635,-1.408583831,0.087525979,-4.668143501,3.04E-06,0.00011014
LINC00893,102.6088662,-1.412785676,0.110266677,-3.743521486,0.000181459,0.004639641
ZNF436-AS1,245.0584782,-1.417256363,0.088719226,-4.703110955,2.56E-06,9.38E-05
RHPN1,1949.662118,-1.419176979,0.131370835,-3.190791783,0.001418835,0.030470501
ZNF91,1187.871704,-1.427381297,0.100526776,-4.251417519,2.12E-05,0.000647873
